ejercicio,ordencompra,fecha,importe,proveedor,dependencia,expediente
2024,1554,15-03-2024,171948.13,LIBRERIA DON BOSCO,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 1901/2024
2024,1556,15-03-2024,206910.0,PALMA CARTELES S.R.L.,INSTITUTO CULTURAL MUNICIPAL,Suministro 1878/2024
2024,1851,27-03-2024,1582680.0,ECOBAHIA S.A.,"AGENCIA DE SEGURIDAD, EMERGENCIA Y RESP. INMED",Suministro 1954/2024
2024,4239,25-06-2024,569670.0,LAHITTE & ASOCIADOS,DEP. VIVIENDA,Suministro 4625/2024
2024,4241,25-06-2024,240000.0,HARING JULIAN ARIEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 4685/2024
2024,4620,08-07-2024,690000.0,NEES AUDIO,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 4988/2024
2024,2854,08-05-2024,1455494.86,AUTOSSAN S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2809/2024
2024,4738,15-07-2024,572925.0,LIBRERIA DON BOSCO,ALMACEN DE COMPRAS,Suministro 3126/2024
2024,4739,15-07-2024,42000.0,FABIANI SOCIEDAD DE RESPONSABILIDAD LIMITADA,DEP. ELECTRICIDAD Y MECANICA,Suministro 4839/2024
2024,4748,15-07-2024,69000.0,HND IMPRESIONES,VETERINARIA Y ZOONOSIS,Suministro 4722/2024
2024,1888,27-03-2024,120000.0,MW PRODUCCIONES,H.C.D.,Suministro 2152/2024
2024,1904,27-03-2024,694000.0,VALETTO  PRODUCCIONES,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 2294/2024
2024,2110,06-04-2024,186774.39,INGENIERIA BAHIA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 2368/2024
2024,2327,17-04-2024,820365.48,INGENIERIA BAHIA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 2582/2024
2024,2438,23-04-2024,513300.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,SEC. DE SALUD,Suministro 2708/2024
2024,2614,30-04-2024,732999.0,NALDO LOMBARDI S.A.,NO USAR-DELEGACION VILLA ROSAS,Suministro 2718/2024
2024,4325,28-06-2024,23749586.94,TRANSPORTADORA DE CAUDALES JUNCADELLA SOCIEDAD ANONIMA,DEP. TESORERIA,Suministro 4457/2024
2024,8237,25-11-2024,280000.0,BAHITELE,NO USAR-DELEGACION LAS VILLAS,Suministro 7811/2024
2024,4345,28-06-2024,818500.0,HOTEL MUÑIZ,INSTITUTO CULTURAL MUNICIPAL,Suministro 4666/2024
2024,4387,28-06-2024,338367603.01,MINISTERIO DE SEGURIDAD - SEGURIDAD PROVINCIAL,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 4598/2024
2024,4453,28-06-2024,18665472.0,COOPERATIVA DE TRABAJO TIERRA DE PAZ LIMITADA,NO USAR-DELEG. BAHIA BLANCA CENTRO,Suministro 4805/2024
2024,36,08-01-2024,2024250.0,FERREIRA SPORT,INSTITUTO DEL DEPORTE,Suministro 58/2024
2024,4632,10-07-2024,2370000.0,IMPRENTA MARQUEZ GARABANO,H.C.D.,Suministro 4333/2024
2024,4635,10-07-2024,387000.0,LUONGO CRISTALES,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 4601/2024
2024,3379,29-05-2024,1540660.99,AÑOS LUZ,SEC. DE SALUD,Suministro 3639/2024
2024,3406,29-05-2024,946400.0,TORNERIA BAHIA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 3637/2024
2024,2816,07-05-2024,206087.0,BACIC S.R.L.,SUBSECRETARIA DE HABITAT,Suministro 1394/2024
2024,5119,31-07-2024,148590.0,CEDEÑO ARAUZ ALBIN NELSON,INSTITUTO CULTURAL MUNICIPAL,Suministro 5452/2024
2024,5124,31-07-2024,5100000.0,MERCERIA - TAPICERIA MIGUEL,OFICINA DEPOSITO Y LOGISTICA,Suministro 5401/2024
2024,5127,31-07-2024,4356000.0,CONSTRUCTORA R & C SRL.,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 5157/2024
2024,5130,31-07-2024,430000.0,MONCADA SOLEDAD ANGELICA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5136/2024
2024,5167,31-07-2024,96300.0,JAGER ALEXIS EMANUEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 5321/2024
2024,5377,09-08-2024,6698360.0,DROGUERIA SIS,SEC. DE SALUD,Suministro 3801/2024
2024,5381,09-08-2024,14794100.0,EQUIPO GEMICO S.A.,SEC. DE SALUD,Suministro 3801/2024
2024,5407,12-08-2024,12926850.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 5129/2024
2024,7046,30-09-2024,1548000.0,RIOS HERNANDEZ BAUTISTA,OFICINA DE COORDINACION NIDO,Suministro 6922/2024
2024,7116,02-10-2024,1681000.0,CARLOS GASTINEL Y CIA SRL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7074/2024
2024,7118,02-10-2024,685000.0,RAS SOLUCIONES MECANICAS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7069/2024
2024,7120,02-10-2024,100000.0,PAMPIN MAURO MANUEL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7069/2024
2024,7247,09-10-2024,8322300.0,PINTURERIA PUNTO COLOR,DEPARTAMENTO INGENIERIA DE TRANSITO,Suministro 5285/2024
2024,8690,11-12-2024,3959211.33,REPUESTOS TATO,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 8209/2024
2024,5671,26-08-2024,984720.0,PROYECCION COMUNICACION INTEGRAL,INTENDENCIA,Suministro 6153/2024
2024,5679,26-08-2024,279400.0,RUBEN BERMAN PRODUCCIONES,INTENDENCIA,Suministro 6077/2024
2024,5703,27-08-2024,931040.0,PRODU NUEVA S.A.,INTENDENCIA,Suministro 6302/2024
2024,6030,30-08-2024,2271160.0,SABANES ESTEBAN,INSTITUTO CULTURAL MUNICIPAL,Suministro 6425/2024
2024,6034,30-08-2024,2272316.82,ASOCIACION ARGENTINA DE ACTORES,COORD. DE REC. ARTISTICOS,Suministro 6293/2024
2024,6154,30-08-2024,782080.0,STACCO LUCIANA MARIEL,OFICINA DE COORDINACION NIDO,Suministro 5762/2024
2024,6159,30-08-2024,586560.0,MORENO MATIAS IGNACIO,OFICINA DE COORDINACION NIDO,Suministro 5759/2024
2024,2404,19-04-2024,65000.0,HOTEL ARGOS,INSTITUTO CULTURAL MUNICIPAL,Suministro 2849/2024
2024,2414,22-04-2024,682650.0,FERRETERIA CENTRO,SUBSECRETARIA DE AMBIENTE,Suministro 1963/2024
2024,2555,29-04-2024,344000.0,CORNEJO DOMINGUEZ PALOMA AGUSTINA,PROGRAMA PSICOTERAPEUTICO CABALLO DE TROYA,Suministro 2479/2024
2024,2557,29-04-2024,344000.0,SANCHEZ SABRINA,PROGRAMA PSICOTERAPEUTICO CABALLO DE TROYA,Suministro 2483/2024
2024,2560,29-04-2024,140000.0,MIGLIETTO WALTER OMAR,H.C.D.,Suministro 2854/2024
2024,2648,30-04-2024,282240.0,KATZ SERGIO LEONARDO,INSTITUTO CULTURAL MUNICIPAL,Suministro 3101/2024
2024,2652,30-04-2024,498960.0,ROLDAN HAYDEE ESTER,INSTITUTO CULTURAL MUNICIPAL,Suministro 3102/2024
2024,2729,30-04-2024,3928825.0,COOPERATIVA ANGEL G BORLENGHI LTDA,SEC. DE SALUD,Suministro 3194/2024
2024,2734,01-05-2024,50300.0,LA LIBRERIA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1899/2024
2024,2928,10-05-2024,273000.0,EMBRAGUES ALESS,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 3130/2024
2024,2958,14-05-2024,1234500.0,ELECTROMECANICA R.I.,DIRECCION DE MONITOREO Y COMUNICACION,Resolución 2824/2024
2024,3232,24-05-2024,381300.0,REVISTA OBRAS & PROTAGONISTAS,INTENDENCIA,Suministro 3962/2024
2024,3540,31-05-2024,29558250.0,DIARIO LA NUEVA PROVINCIA S.R.L.,INTENDENCIA,Suministro 4092/2024
2024,3555,31-05-2024,769950.0,LEVANTESI EVA,DIRECCION DE MUSEOS Y ARTE,Suministro 4194/2024
2024,3653,31-05-2024,1216800.0,PINO ROCIO SOLANGE,SEC. DE SALUD,Suministro 3815/2024
2024,3676,31-05-2024,1290000.0,ALVAREZ MARIA CELESTE,HOGAR DEL ADOLESCENTE,Suministro 3479/2024
2024,3702,31-05-2024,1031280.0,NICOSIANO FIORELLA,COORD. PROGRAMA ENVION,Suministro 3545/2024
2024,3703,31-05-2024,1031280.0,BAGLIONI FACUNDO ABEL JESUS,COORD. PROGRAMA ENVION,Suministro 3568/2024
2024,3856,04-06-2024,1905294.0,BAHIA FILTROS SRL.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 3216/2024
2024,3857,04-06-2024,248111.0,ENCENDIDOS PABLO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 4107/2024
2024,3873,04-06-2024,125102.0,DINAMICA MELIPAL S.R.L.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2702/2024
2024,3885,04-06-2024,170365.0,TODO CHAPA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 3935/2024
2024,4190,19-06-2024,249019.1,GREEN & CLEAN,DIVISION DESARROLLO SOCIAL,Suministro 4295/2024
2024,4593,05-07-2024,4430911.1,INGENIERIA BAHIA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 3757/2024
2024,4640,10-07-2024,114280.0,KBYTE COMPUTACION,TRIBUNAL DE FALTAS,Suministro 4922/2024
2024,4863,19-07-2024,234000.0,HOTEL MUÑIZ,NO USAR-SECRETARIA DE PLANEAMIENTO URBANO,Suministro 5200/2024
2024,5035,29-07-2024,25493.0,PINTURERIA FERNANDEZ,SEC. DE SALUD,Suministro 4325/2024
2024,5064,30-07-2024,325155.44,INGENIERIA BAHIA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 5060/2024
2024,5087,30-07-2024,70000.0,ZELAYA VICTOR HUGO,H.C.D.,Suministro 5346/2024
2024,5112,31-07-2024,646256.16,EMSICA SRL,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 4689/2024
2024,5136,31-07-2024,13685000.0,BAHIA AMBIENTAL SAPEM,NO USAR-DELEGACION CABILDO,Suministro 5453/2024
2024,5436,13-08-2024,431381.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,SEC. DE SALUD,Suministro 5251/2024
2024,5557,20-08-2024,280000.0,DUPLICENTRO MITRE S.A.,DIRECCION DE MUSEOS Y ARTE,Suministro 5971/2024
2024,5560,20-08-2024,321300.0,MEDICA BAHIA,INSTITUTO DEL DEPORTE,Suministro 5523/2024
2024,5563,20-08-2024,1180000.0,PLUSMAR,INSTITUTO CULTURAL MUNICIPAL,Suministro 5919/2024
2024,5680,26-08-2024,759000.0,INVERSIONES DEL SUR,INTENDENCIA,Suministro 6065/2024
2024,5691,26-08-2024,502040.0,REX AGENCIA DE PUBLICIDAD S.R.L.,INTENDENCIA,Suministro 6083/2024
2024,5774,28-08-2024,299377.83,STOP,DIRECCION GRAL. DE POLITICAS SOCIALES,Suministro 5530/2024
2024,5775,28-08-2024,577335.0,PLASTICOS BAMBY,DIRECCION GRAL. DE POLITICAS SOCIALES,Suministro 5530/2024
2024,5858,29-08-2024,1292500.0,BAEZ NATANAEL OSCAR,JOVENES POR LOS JOVENES,Suministro 5712/2024
2024,5939,29-08-2024,2021000.0,MARTINEZ CINTIA IVANA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5701/2021
2024,5982,29-08-2024,892400.0,GUENUMIL ROSA ELIZABETH,SEC. DE SALUD,Suministro 6278/2024
2024,5994,29-08-2024,1622240.0,LA SUELA,INSTITUTO CULTURAL MUNICIPAL,Suministro 6431/2024
2024,6134,30-08-2024,170000.0,MANCINI ARIEL FERNANDO,INTENDENCIA,Suministro 6378/2024
2024,6172,30-08-2024,1716000.0,ERRETEGUI SANTIAGO,INSTITUTO CULTURAL MUNICIPAL,Suministro 6489/2024
2024,6176,30-08-2024,1050000.0,DAVID JUAN FRANCISCO,INSTITUTO CULTURAL MUNICIPAL,Suministro 6026/2024
2024,6221,02-09-2024,45000.0,GRAFICA ZAM,DIRECCION GRAL. DE POLITICAS SOCIALES,Suministro 6125/2024
2024,6224,02-09-2024,1950000.0,RADIOGRAFICA AUSTRAL S.A.,SEC. DE SALUD,Suministro 5487/2024
2024,6230,02-09-2024,592200.0,AGENCIA VODA BAHIA BLANCA SRL.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 6121/2024
2024,6233,02-09-2024,310366.88,C3I S.A.,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5294/2024
2024,6238,02-09-2024,935378.75,MOTORES SANTI S.R.L.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5832/2024
2024,6239,02-09-2024,2570400.0,BAHIA FILTROS SRL.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5818/2024
2024,6539,13-09-2024,176800.0,LA MOLIENDA,HOGAR REFUGIO DE VIOLENCIA FAMILIAR,Suministro 5195/2024
2024,6540,13-09-2024,2199000.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,HOGAR REFUGIO DE VIOLENCIA FAMILIAR,Suministro 5195/2024
2024,7040,30-09-2024,556300.0,REPUESTOS TATO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 6601/2024
2024,7045,30-09-2024,1417000.0,REPUESTOS LASPIUR,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 6707/2024
2024,7160,04-10-2024,395860.0,SOLIS ALBERTO DANIEL,SUBCENTRO DE COMUNICACIONES,Suministro 7324/2024
2024,7163,04-10-2024,1008000.0,REPUESTOS LASPIUR,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 7188/2024
2024,7169,04-10-2024,634600.0,PLUSAGUA S.A.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 5276/2024
2024,7419,17-10-2024,860000.0,VERTIGO SONIDO,INSTITUTO CULTURAL MUNICIPAL,Suministro 7605/2024
2024,7765,31-10-2024,1236470.38,PROMAR S.R. L,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 7853/2024
2024,8079,19-11-2024,640000.0,CORVATTA MARCO ALBERTO,INTENDENCIA,Suministro 8069/2024
2024,8181,22-11-2024,746500.0,FERRETERIA CENTRO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 8022/2024
2024,66,11-01-2024,12316500.0,BVC ONLINE,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 29/2024
2024,142,18-01-2024,85600.0,SUAREZ DANIEL ALEJANDRO,INSTITUTO CULTURAL MUNICIPAL,Suministro 381/2024
2024,8913,19-12-2024,40200.0,REPUESTOS MAIPU,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8696/2024
2024,9105,27-12-2024,75408.0,BERNARDO LEW,VETERINARIA Y ZOONOSIS,Suministro 7907/2024
2024,9106,27-12-2024,150000.0,CRIDIMED,VETERINARIA Y ZOONOSIS,Suministro 7907/2024
2024,9107,27-12-2024,1379125.0,EQUIPO GEMICO S.A.,VETERINARIA Y ZOONOSIS,Suministro 7907/2024
2024,9126,27-12-2024,3097600.0,TRAMA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7798/2024
2024,9135,27-12-2024,7039988.0,ALIMENTARIS,OFICINA DEPOSITO Y LOGISTICA,Suministro 8128/2024
2024,641,21-02-2024,210497.69,GREEN & CLEAN,SUBSECRETARIA DE HABITAT,Suministro 1358/2024
2024,1426,11-03-2024,340474.51,DISPROAL,DIVISION DESARROLLO SOCIAL,Suministro 783/2024
2024,1578,15-03-2024,138000.0,RUBEN BERMAN PRODUCCIONES,INTENDENCIA,Suministro 1937/2024
2024,1783,26-03-2024,1034550.0,REX AGENCIA DE PUBLICIDAD S.R.L.,H.C.D.,Suministro 2133/2024
2024,1805,26-03-2024,150000.0,BOTTA JOAQUIN,H.C.D.,Suministro 2070/2024
2024,1837,26-03-2024,16910.0,LA LIBRERIA,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 1233/2024
2024,1928,27-03-2024,390000.0,ACQUAMANSA,DPTO. ADMINISTRATIVO DE TRANSITO,Suministro 2366/2024
2024,1940,28-03-2024,4105059.0,BAHIA COMUNICACIONES S.A.,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 1569/2024
2024,2146,09-04-2024,390000.0,PALMA CARTELES S.R.L.,"AGENCIA DES TERRITORIAL, DESCENT Y PARTIC CIUDAD",Suministro 2390/2024
2024,2165,09-04-2024,200000.0,TOURN CLAUDIA ELIZABETH,INSTITUTO CULTURAL MUNICIPAL,Suministro 2542/2024
2024,2218,11-04-2024,25600.0,UNI-MOVILES,SEC. DE SALUD,Suministro 2467/2024
2024,8044,14-11-2024,250000.0,GRAFICA ZAM,MUSEO DE ARTE CONTEMPORANEO,Suministro 8091/2024
2024,7098,01-10-2024,340280.0,BAHIA FILTROS SRL.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6592/2024
2024,7107,01-10-2024,545802.71,KBYTE COMPUTACION,"AGENCIA DE SALUD, DES SOCIAL, AMBIENTE Y HABITAT",Suministro 7318/2024
2024,7480,21-10-2024,382350.62,OFISUR,TRIBUNAL DE FALTAS,Suministro 7582/2024
2024,7629,28-10-2024,738777.2,PINTURERIAS ADN,SUBSECRETARIA DE DESARROLLO SOCIAL Y TERRITORIAL,Suministro 7335/2024
2024,7630,28-10-2024,357178.0,LA MOLIENDA,DIVISION DESARROLLO SOCIAL,Suministro 7677/2024
2024,7883,07-11-2024,255260.0,MERCERIA - TAPICERIA MIGUEL,VETERINARIA Y ZOONOSIS,Suministro 7463/2024
2024,8195,22-11-2024,435000.0,IMPRENTA FIORE,SEC. DE SALUD,Suministro 7828/2024
2024,8348,28-11-2024,1440000.0,JAGER ALEXIS EMANUEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 8337/2024
2024,175,26-01-2024,402892.44,BIANCHINI FRANCO,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 232/2024
2024,185,26-01-2024,2198800.0,BALEANI EMILIANO ANDRES,MAMAS CUIDADORAS,Suministro 109/2024
2024,424,06-02-2024,2106000.0,GRUPPO BERTRA SRL.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 805/2024
2024,782,28-02-2024,536250.0,GIMENEZ CRISTIAN,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 1297/2024
2024,1244,29-02-2024,7545150.0,LU2 RADIO BAHIA BLANCA,INTENDENCIA,Suministro 1657/2024
2024,1251,29-02-2024,517500.0,VITA DIEGO HERNAN,INTENDENCIA,Suministro 1745/2024
2024,1337,06-03-2024,105300.0,REPUESTOS TATO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1230/2024
2024,1727,25-03-2024,52980.68,PINTURERIAS ADN,NO USAR-DELEGACION SESQUICENTENARIO,Suministro 2220/2024
2024,1962,28-03-2024,1838720.0,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,NO USAR - DELEGACION ALTOS,Suministro 2397/2024
2024,1967,03-04-2024,333750.0,SERMAT S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1836/2024
2024,2145,09-04-2024,11469600.0,MR COMBUSTIBLES S.R.L.,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 2096/2024
2024,2468,25-04-2024,1365000.0,AFILADOS PATRICIOS,VETERINARIA Y ZOONOSIS,Suministro 2219/2024
2024,2506,26-04-2024,36526099.86,LASCO CONSTRUCCIONES S.A.,DEP. PROYECTOS Y OBRAS,Suministro 1110/2024
2024,2568,29-04-2024,140000.0,ANGEL JORGE RENE,H.C.D.,Suministro 2852/2024
2024,9039,26-12-2024,793000.0,RECTIFICACIONES D.L.C.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 9015/2024
2024,9041,26-12-2024,192000.0,REPUESTOS LASPIUR,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 9016/2024
2024,2887,08-05-2024,297920.0,NESTOR LUIS SERRON Y CIA SRL,SEC. DE SALUD,Suministro 164/2024
2024,2980,14-05-2024,3875000.0,UNIVERSIDAD TECNOLOGICA NACIONAL,SUBSECRETARIA DE MOVILIDAD URBANA Y TRANSPORTE,Suministro 3235/2024
2024,3005,16-05-2024,60900.0,HOTEL MUÑIZ,VETERINARIA Y ZOONOSIS,Suministro 2853/2024
2024,3040,16-05-2024,341849.8,EQUIVIAL SUDAMERICANA S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2960/2024
2024,3044,16-05-2024,47850.0,ENCENDIDOS PABLO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2960/2024
2024,3088,18-05-2024,586540.6,DISPROAL,DIRECCION GENERAL DE DERECHOS HUMANOS,Suministro 1868/2024
2024,3338,28-05-2024,1666500.0,IOMMI NESTOR ENRIQUE SAS,INTENDENCIA,Suministro 4003/2024
2024,3442,30-05-2024,62100.0,APPELHANZ LAURA EDITH,DIRECCION GENERAL DE EDUCACION,Suministro 4172/2024
2024,3469,30-05-2024,439317.51,ELECTRI-K,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 3679/2024
2024,3757,31-05-2024,825000.0,LASA NICOLAS,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 3466/2024
2024,3771,31-05-2024,1049532.54,MIGUEZ MELINA ANDREA,CASA DE ABRIGO II,Suministro 3427/2024
2024,4495,01-07-2024,400893.1,BAHIA AUTOMOTORES S.A.,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 4237/2024
2024,5067,30-07-2024,1581015.0,REPUESTOS TATO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 5077/2024
2024,5079,30-07-2024,289489.5,CASA BLANCO S.A.,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Suministro 4779/2024
2024,5508,16-08-2024,5250000.0,CLAIR EDUARDO JOAQUIN,INSTITUTO DEL DEPORTE,Suministro 5946/2024
2024,6251,03-09-2024,46636.4,GREEN & CLEAN,DIRECCION GENERAL DE GENERO,Suministro 6188/2024
2024,6257,03-09-2024,1382817.15,DISTRIBUIDORA GIPAL,VETERINARIA Y ZOONOSIS,Suministro 5977/2024
2024,6362,06-09-2024,1500000.0,IMAGEN BAHIA,INTENDENCIA,Suministro 6639/2024
2024,6703,24-09-2024,400500.0,LA ILUSION,DIRECCION GENERAL DE EDUCACION,Suministro 6712/2024
2024,7083,01-10-2024,397146.31,CODIMAT S.A.,MAMAS CUIDADORAS,Suministro 6746/2024
2024,7094,01-10-2024,239000.0,JD REPUESTOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6372/2024
2024,7096,01-10-2024,1610510.0,MECANIZADOS C & C,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5956/2024
2024,2538,29-04-2024,297800.0,PRETI,CASA DE ABRIGO II,Suministro 1994/2024
2024,2539,29-04-2024,363500.0,ACQUAMANSA,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 2801/2024
2024,6131,30-08-2024,636384.0,ANTUÑEZ PAULA MARIELA,INSTITUTO CULTURAL MUNICIPAL,Suministro 6499/2024
2024,6353,06-09-2024,253800.0,AGENCIA VODA BAHIA BLANCA SRL.,SUBSECRETARIA DE AMBIENTE,Suministro 6336/2024
2024,6355,06-09-2024,180528.93,PROMAR S.R. L,SUBSECRETARIA DE DESARROLLO SOCIAL Y TERRITORIAL,Suministro 6290/2024
2024,6357,06-09-2024,78000.0,CACU CLIMATIZACION,CENTRO CAPAC. Y PROMOCION VILLA MIRAMAR,Suministro 6410/2024
2024,6982,30-09-2024,6197022.0,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,SEC. DE SALUD,Suministro 6959/2024
2024,7188,07-10-2024,1512500.0,RADIOGRAFICA AUSTRAL S.A.,SEC. DE SALUD,Suministro 7131/2024
2024,8356,28-11-2024,185000.0,OLEOHIDRAULICA ELOY J COLANTONIO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8102/2024
2024,7343,14-10-2024,211752.0,LA MOLIENDA,SEC. DE SALUD,Suministro 7403/2024
2024,7344,14-10-2024,229740.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,SEC. DE SALUD,Suministro 7403/2024
2024,7353,14-10-2024,26400.0,LA MOLIENDA,APELL,Suministro 7016/2024
2024,7355,14-10-2024,254000.0,FERRETERIA DIOMEDI,DEP. MANTENIMIENTO OBRAS CIVILES,Suministro 7465/2024
2024,7819,04-11-2024,104000.0,GABEL MARIA SABRINA,INTENDENCIA,Suministro 7918/2024
2024,7830,05-11-2024,19200000.0,HORMIWHITE S.A.,DEPARTAMENTO CONSERVACION VIAL,Suministro 6812/2024
2024,2035,04-04-2024,126000.0,RODRIGUEZ MYRIAN INES,DIRECCION GENERAL DE EDUCACION,Suministro 2326/2024
2024,2036,04-04-2024,64400.0,LAMOTH SEBASTIAN RODRIGO,MUSEO DEL PUERTO,Suministro 2269/2024
2024,7894,07-11-2024,224700.0,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,SUBSECRETARIA DE AMBIENTE,Suministro 7889/2024
2024,8720,12-12-2024,18333087.0,DUHAU S.A.,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 7929/2024
2024,8721,12-12-2024,1774384.0,FIGUEROA FERNANDO NICOLAS,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 7929/2024
2024,90,15-01-2024,99840.0,HIPERTEHUELCHE,INSTITUTO DEL DEPORTE,Suministro 281/2024
2024,265,30-01-2024,1302000.0,TELEVISION FEDERAL S.A.,INTENDENCIA,Suministro 664/2024
2024,268,30-01-2024,650000.0,TELEVISION FEDERAL S.A.,INTENDENCIA,Suministro 665/2024
2024,309,30-01-2024,720000.0,LAN EVENTOS,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 619/2024
2024,713,26-02-2024,1570000.0,EMBRAGUES ALESS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1027/2024
2024,715,26-02-2024,844000.0,EMBRAGUES ALESS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 864/2024
2024,716,26-02-2024,618320.0,EMBRAGUES LEMA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 864/2024
2024,829,29-02-2024,804375.0,ZAPATEL MARIA FLORENCIA,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 1300/2024
2024,838,29-02-2024,800574.36,ANTON PAOLA FERNANDA,HOGAR DEL ADOLESCENTE,Suministro 970/2024
2024,886,29-02-2024,1022704.11,RIQUELME AGUSTINA BELEN,INSTITUTO JOSE LUIS CANTILO,Suministro 884/2024
2024,925,29-02-2024,1203125.0,VASQUEZ FLORENCIA MICAELA,SEC. DE SALUD,Suministro 1301/2024
2024,941,29-02-2024,1031250.0,STORNIOLO MARIELA,SEC. DE SALUD,Suministro 1325/2024
2024,944,29-02-2024,1031250.0,CORINALDI SOFIA BIANCA,SEC. DE SALUD,Suministro 1235/2024
